n. noltei,z. marina,g. vermiculophylla,sedimento,arena,roca,algas verdes,algas pardas,algas rojas,microfitobentos,foto
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_204929.jpg
45.0,0.0,0.0,40.0,0.0,0.0,0.0,15.0,0.0,0.0,RE_PHOTO_20250523_204844.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_204725.jpg
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_204709.jpg
50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_204637.jpg
0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_204453.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_204249.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_204058.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203956.jpg
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203852.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203721.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203630.jpg
0.0,40.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250523_203457.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203328.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203235.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203206.jpg
0.0,20.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,RE_PHOTO_20250523_203143.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_203017.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_202923.jpg
0.0,30.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_202850.jpg
0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_202229.jpg
0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_202123.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_201954.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_201711.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_201623.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_201327.jpg
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_201211.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_201125.jpg
50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200953.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_200902.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_200815.jpg
0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,RE_PHOTO_20250523_200707.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200551.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200617.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200529.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200422.jpg
0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250523_200417.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200148.jpg
85.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200133.jpg
25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,RE_PHOTO_20250523_200119.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200046.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_200015.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195957.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195947.jpg
10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,RE_PHOTO_20250523_195934.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195851.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195843.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195830.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195741.jpg
0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_195736.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195629.jpg
60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195510.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195446.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195418.jpg
0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,RE_PHOTO_20250523_195356.jpg
0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,60.0,RE_PHOTO_20250523_195239.jpg
0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_195155.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_195115.jpg
0.0,0.0,0.0,65.0,0.0,0.0,10.0,0.0,0.0,25.0,RE_PHOTO_20250523_195117.jpg
50.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,RE_PHOTO_20250523_194929.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_194901.jpg
0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_194846.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194815.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_194648.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194621.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194620.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194536.jpg
85.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194543.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_194528.jpg
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194400.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_194329.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_193956.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_193838.jpg
0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,RE_PHOTO_20250523_193748.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_193252.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_193045.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192853.jpg
90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192808.jpg
0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192552.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192503.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192442.jpg
25.0,20.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192409.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192310.jpg
25.0,40.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192113.jpg
0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_192008.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_191854.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_191814.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_191739.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_191349.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_191013.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_190532.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_190352.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_185818.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_185245.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184958.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184954.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184855.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184812.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184736.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184651.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184520.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184447.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184406.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184336.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184310.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184228.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184135.jpg
30.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_184145.jpg
60.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184130.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184056.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_184013.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183941.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183928.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183911.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183907.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183840.jpg
20.0,0.0,20.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,RE_PHOTO_20250523_183810.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183659.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183553.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183459.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183415.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_183332.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_182730.jpg
0.0,0.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,RE_PHOTO_20250523_182630.jpg
0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_182246.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_182148.jpg
0.0,0.0,0.0,15.0,0.0,0.0,70.0,15.0,0.0,0.0,RE_PHOTO_20250523_182114.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_182056.jpg
5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_182016.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181919.jpg
15.0,0.0,0.0,70.0,0.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250523_181846.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181832.jpg
0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0,0.0,0.0,RE_PHOTO_20250523_181820.jpg
70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181759.jpg
0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_181731.jpg
20.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,RE_PHOTO_20250523_181714.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181634.jpg
50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181623.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181622.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250523_181549.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181535.jpg
0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_181534.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181451.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181443.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181318.jpg
0.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_181234.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181211.jpg
85.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,RE_PHOTO_20250523_181057.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_181019.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180936.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180859.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180830.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180658.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180610.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180513.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180337.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180238.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180223.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180137.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_180047.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175917.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175847.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175727.jpg
5.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,15.0,0.0,RE_PHOTO_20250523_175746.jpg
60.0,0.0,0.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,RE_PHOTO_20250523_175647.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175603.jpg
75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175557.jpg
0.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,RE_PHOTO_20250523_175520.jpg
40.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,RE_PHOTO_20250523_175411.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175330.jpg
80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250523_175240.jpg
10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,RE_PHOTO_20250523_175121.jpg
99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_175052.jpg
50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,RE_PHOTO_20250523_175008.jpg
95.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_174831.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_174646.jpg
70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_174547.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_174528.jpg
15.0,0.0,0.0,80.0,0.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250523_174449.jpg
0.0,0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0,0.0,RE_PHOTO_20250523_174313.jpg
15.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_174320.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_191308.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_191139.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190956.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190731.jpg
60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190543.jpg
0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,RE_PHOTO_20250522_190517.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190439.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250522_190431.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190348.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190349.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190249.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190225.jpg
0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,RE_PHOTO_20250522_190044.jpg
80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_190001.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185925.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185814.jpg
0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250522_185727.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185637.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185624.jpg
0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,RE_PHOTO_20250522_185544.jpg
0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185449.jpg
5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185401.jpg
25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185309.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185256.jpg
10.0,0.0,0.0,70.0,0.0,0.0,0.0,20.0,0.0,0.0,RE_PHOTO_20250522_185230.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185226.jpg
70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_185054.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184932.jpg
25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184857.jpg
40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184812.jpg
25.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184732.jpg
95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184700.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184611.jpg
0.0,0.0,0.0,0.0,95.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250522_184555.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184532.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184458.jpg
30.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184352.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184342.jpg
25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184306.jpg
10.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184213.jpg
55.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184132.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_184049.jpg
35.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183950.jpg
60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183908.jpg
40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183816.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183654.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183629.jpg
40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183540.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183447.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183450.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250522_183401.jpg
